State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Others_Religions,ST,SC,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Sex_ratio,Literate_Ratio,Working_Ratio,Age_Below_50,Age_Above_50
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,13840,535159,18,22607,402,16828,73629,1537,912.35,52.45,33.62,85.58,14.29
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,32604,431279,2,176101,556,13160,62900,346,892.96,54.89,33.85,86.99,12.86
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,42540,1177342,2,8935,1068,138119,165403,16413,899.53,60.52,32.92,84.47,15.39
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,489044,59771,235,56309,138569,20008,73999,1214,870.0,58.08,43.91,86.48,13.47
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1636460,241451,160524,255626,299227,67157,274726,9754,922.37,61.75,33.23,85.9,13.68
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,903179,116710,12936,45563,340553,5307,27037,590,953.21,48.91,38.13,87.79,12.15
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1165140,302626,16067,180962,190036,26760,130193,1944,925.2,53.18,36.96,86.01,13.77
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,2149480,431762,77182,233119,437309,83995,427173,11568,909.37,64.15,31.46,85.07,13.28
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1044726,106865,78622,571077,79614,11836,62110,1193,976.69,50.88,47.28,85.02,14.84
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,1104475,194680,4591,205874,319946,6798,29373,565,935.1,49.4,43.2,86.55,13.43
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1856202,508586,59218,238188,325493,16909,125431,1944,943.79,51.26,42.38,87.14,12.8
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,937126,289182,47067,279208,115567,7421,43230,874,937.6,46.02,42.04,85.95,13.97
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,309563,51429,457468,706754,32459,9108,31687,831,993.07,54.6,47.55,84.81,15.16
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,550560,164406,68564,240489,72885,5564,49419,808,954.01,53.89,41.29,84.8,14.77
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,473049,69808,133525,331096,154910,2177,38194,340,966.58,48.24,43.11,87.6,12.36
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,112378,95012,235987,262734,15330,8016,28769,351,985.09,56.24,47.93,86.44,13.48
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,410127,322963,88760,379054,28469,5316,31414,328,989.18,39.19,44.93,88.27,11.6
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1683169,238295,5681,181208,536382,17270,68238,2155,927.72,52.82,36.76,86.1,13.84
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1612239,410759,677445,1042016,152943,164237,350908,22538,949.42,65.59,39.22,84.7,14.04
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,628044,398243,38426,308343,72341,11545,34879,591,952.13,42.0,42.61,87.51,11.97
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,201524,15103,73930,424407,44674,3472,16865,423,996.54,57.29,48.14,83.63,16.31
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,1634229,219991,166,97203,319149,49345,301389,3745,988.98,58.92,43.29,84.09,15.86
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,890429,92252,85,52903,213700,77454,214253,3729,946.15,69.51,46.41,82.14,17.77
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,4038331,528412,149,297198,577418,240742,808827,17560,972.57,63.85,44.05,82.02,17.93
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,2103633,320834,54,451406,517409,114040,440374,9626,982.77,57.96,45.54,85.8,14.14
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,1289709,335184,521,235822,399785,34924,271439,3971,956.32,61.21,41.25,83.09,16.87
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,245151,1617,3793,204189,10122,1022,12516,117,983.71,34.06,52.71,90.57,9.37
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1786830,369588,499,39314,442773,58890,326594,4987,959.76,57.33,42.61,83.7,16.24
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,1004553,101235,4,44970,253651,74534,238505,4510,1008.32,71.91,49.72,79.65,20.29
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,1520553,128751,128,302554,389117,60522,307257,5711,973.56,65.53,51.62,81.43,18.46
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,1658465,265805,1743,233112,392595,100812,372671,7320,972.32,67.26,44.99,82.6,17.28
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,1390020,386834,2748,87548,177855,140584,347962,15013,970.78,70.47,42.49,82.49,17.46
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,907750,143665,74,61654,174196,31959,198064,3373,981.9,65.77,46.57,82.72,17.23
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,2011014,513125,330,65259,648782,77334,404767,9752,971.44,55.62,42.36,84.77,15.16
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,1630814,120011,3,32329,345031,90599,400702,4851,1010.28,68.97,50.87,78.78,21.16
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,1281878,297927,702,141380,219976,41517,295937,2456,950.45,67.94,45.7,83.28,16.69
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,448986,87274,220,58054,73584,40958,113931,3308,1019.31,74.46,50.3,79.4,20.54
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,1305431,199873,92,78875,465867,72407,309494,5051,978.89,66.14,46.72,82.07,17.85
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,1218024,161770,461,164271,258608,31673,223166,2135,985.81,58.21,47.11,85.32,14.6
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,1712695,77801,109,22402,265294,80452,391033,3367,995.14,63.67,48.26,79.17,20.77
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,2631985,290549,493,334547,536643,273706,640868,28397,985.4,65.38,43.79,81.48,18.45
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,1634062,272022,29,367071,400933,51443,314547,5200,999.78,50.8,46.84,86.16,13.78
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,1479424,234664,367,65412,308158,128087,363835,8791,997.63,72.06,44.54,81.38,18.57
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,2413812,245923,161,209559,506901,116539,562769,7971,983.56,67.69,50.57,78.85,21.06
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,1009179,96740,155,52897,75429,83810,224814,9070,1094.46,78.69,43.59,76.48,23.46
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1460447,224545,311,6574,201211,274392,507913,28842,1100.19,87.08,37.81,72.38,27.52
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1509557,514397,1083,16559,268411,499291,771287,88737,1026.72,87.0,38.06,73.78,26.14
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,541854,82206,384,55815,145486,54626,244844,8250,1006.07,83.23,46.56,76.34,23.58
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1509592,742483,722,41371,83350,115356,511167,32653,1135.52,84.76,32.66,76.46,23.31
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,729987,486913,152,48857,53283,74092,237670,10378,1079.78,79.36,35.41,80.97,18.89
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1697635,508500,619,10761,328263,263148,630767,31542,1113.43,85.01,34.61,74.85,25.08
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,983598,126499,565,21972,153909,187213,464039,37849,1039.22,88.62,37.26,71.31,28.62
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1734958,1211131,588,15228,199191,145558,641660,36791,1098.17,84.74,30.75,77.67,22.23
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1135259,2888849,579,22990,308266,139994,730119,27909,1098.08,80.51,25.83,83.82,16.1
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1875980,812936,400,48972,403833,178386,587583,27162,1066.92,79.7,37.09,78.22,21.67
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,2194057,452915,1082,26759,372977,343590,783872,71621,1087.29,84.37,37.31,75.05,24.84
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1823442,532839,585,9430,324350,338350,721625,56148,1107.83,85.82,35.11,74.52,25.38
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,404460,234185,286,151443,32578,23028,149864,4712,1034.98,78.98,41.6,80.67,19.25
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,686524,21473,35434,358543,74385,23388,81338,1290,976.28,58.27,46.24,85.22,14.66
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,778214,40707,27,82072,175764,15886,84720,619,904.01,55.51,37.31,86.4,13.51
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,1519384,38542,58064,383026,125426,27283,277927,1712,1020.59,67.44,52.48,83.64,16.27
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,1318869,58222,263,962145,87991,30115,181139,1158,981.7,39.68,47.18,88.5,11.44
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,1505745,37590,13048,667018,159296,45270,230974,2109,971.08,59.65,49.96,84.52,15.4
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1595400,66776,73,6131,374799,32268,107819,1166,837.43,64.29,30.58,84.58,15.18
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1755861,525434,335,69429,357516,281442,452912,40788,918.13,70.04,36.59,85.68,13.93
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,552526,180840,99,230095,64254,40478,112420,986,950.68,53.93,43.33,85.96,13.99
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1676918,70351,102,73597,405313,36506,176056,1880,882.64,53.51,42.66,85.49,14.32
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1923920,100692,25771,769778,232244,73284,344875,3588,964.29,61.9,45.82,84.54,15.4
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1186420,47966,82,166295,246337,23270,187731,1432,910.06,59.14,45.45,85.55,14.35
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,747693,28483,10,15061,200270,17555,97696,616,872.52,62.46,40.82,84.93,15.02
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,1376591,174259,72,272701,292007,59521,270457,3518,941.64,59.18,47.49,85.22,14.73
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2051219,116202,88,1222814,145436,75637,349639,2388,964.36,49.29,47.03,87.41,12.49
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,605435,6736,84006,455789,39782,4576,62372,554,1001.98,53.75,55.35,85.36,14.55
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,1172248,49203,52,190819,193115,34184,144248,2482,911.91,52.68,41.47,86.86,13.06
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1835299,141735,217,72133,393068,165061,306859,15779,863.69,66.79,33.73,85.53,14.34
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,527462,38640,55,159678,92865,22174,95066,986,934.84,61.8,40.49,85.31,14.62
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,1175203,52269,107,197300,205007,61415,198076,2871,913.52,65.3,38.51,84.5,15.43
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,2728225,415142,720,217679,545239,417170,593576,48691,927.89,70.47,38.7,84.59,15.05
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,2159065,203652,21010,375231,348029,192581,452023,20443,928.55,71.31,40.82,83.89,15.91
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,960925,15733,388,891818,17427,16683,125411,744,990.3,34.35,50.25,88.29,11.68
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,1240650,37232,2643,317699,155717,38086,172416,2179,951.69,61.2,42.09,85.52,14.38
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,849518,16558,170533,610528,48425,18413,143803,912,1008.3,57.35,53.05,84.69,15.22
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,1192588,125548,77,33092,249024,47723,239885,2324,962.96,62.26,50.71,84.14,15.8
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1875495,76159,92,17030,421519,45113,131486,1781,840.08,60.01,34.38,86.82,13.11
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,741288,67324,115,71441,111162,34666,145258,1945,954.48,61.6,50.68,84.06,15.89
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,974748,35214,218,170879,207990,13285,76097,653,905.45,54.36,42.5,85.62,14.25
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1195235,120331,190,205006,225891,34499,194373,1141,901.31,61.6,38.89,86.31,13.63
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1433879,106928,50,53751,295718,30688,231130,1611,956.2,52.03,48.23,84.0,15.94
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,1267043,151071,123,409865,198612,67830,213825,3644,970.99,56.76,47.49,85.27,14.68
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,2268838,85414,232,311985,383508,45180,251132,3406,930.54,60.96,41.94,84.58,15.32
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,2198297,103480,168,221936,501630,68482,366494,4546,893.29,64.99,42.3,85.76,14.1
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,2158623,59471,1689,319975,398569,55196,294702,3754,925.65,61.54,40.89,85.28,14.63
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1163607,137980,66,145512,271281,30868,212138,1566,917.87,59.51,44.69,85.65,14.31
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1145052,79739,135315,519856,130797,26893,228695,1182,981.85,62.66,49.63,85.05,14.88
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,997073,42426,19448,476008,89733,24255,113184,1733,974.11,56.68,46.25,85.81,14.13
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1321003,174724,66,37836,353914,32204,232735,1382,938.04,59.14,47.46,84.02,15.92
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,638702,41396,40,161448,108391,11701,74770,273,901.3,47.69,40.34,87.96,11.98
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1648749,51200,72,227802,321515,35706,148128,1852,876.56,52.19,43.99,86.66,13.21
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,1077545,34419,12556,313304,130202,9569,102228,837,956.95,53.31,40.97,86.53,13.39
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1383475,44143,39,67857,361604,21489,132725,1090,900.65,51.75,45.35,85.95,13.97
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1718204,233133,211,48730,523869,123526,323379,7501,955.02,62.46,45.17,83.8,16.13
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,620515,15966,6028,300687,58147,12713,67975,839,949.83,55.32,44.93,87.04,12.87
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1287391,149548,70,67603,292144,41617,181510,1926,895.71,59.15,37.73,86.02,13.92
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,1107809,357253,389,100280,364059,107463,314490,6163,945.55,77.8,42.35,81.7,18.08
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,2055177,421410,3288,404128,506374,175917,512492,9438,950.64,77.96,42.8,80.46,19.15
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,1009352,26502,3555,88886,200372,55948,227025,2932,982.32,74.97,49.76,79.99,19.39
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,2174672,320395,399,32722,351254,82098,402052,5614,916.12,66.48,48.57,80.79,19.13
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1845424,354236,522,124837,470895,103898,423036,4767,933.56,72.69,47.16,81.56,18.29
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1780085,92297,23188,389441,348365,172661,418666,8239,961.42,71.62,48.0,81.37,18.32
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1825460,187901,912,647315,127571,126138,315332,6065,945.73,63.09,45.66,81.99,17.1
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,1153861,26157,5080,214253,175961,38044,239981,2866,999.09,75.93,50.31,81.37,18.46
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,863199,127552,103,111954,182565,27700,159114,1221,941.87,67.16,48.34,82.73,17.14
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,3457615,560261,9662,604367,389273,350029,720791,14297,925.0,68.37,44.06,81.16,18.05
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1504641,274221,336,42263,272266,60219,288895,3791,936.82,61.03,47.52,81.92,17.43
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,3379906,286558,1274,30206,504461,340318,770005,22269,956.93,72.91,43.96,78.88,20.68
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,2006984,367664,310,57488,480913,96018,381722,6217,927.67,67.26,42.66,81.11,18.47
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,3492202,390974,12181,437571,867713,599780,917626,57964,951.2,78.95,40.15,82.14,17.59
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,2501741,471951,1273,281695,640483,116284,488748,7548,942.86,65.14,44.45,83.82,15.94
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,1521618,96182,2907,1141933,47985,54335,186202,2579,978.34,55.0,48.05,85.04,14.65
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,5237009,693052,1795,1564369,554687,536781,904710,45039,934.38,71.15,45.25,84.29,15.53
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,1437623,178925,195,36039,265184,49180,240042,3209,923.98,68.64,46.69,79.08,20.69
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,1328385,306364,262,40514,247308,59272,272486,3982,947.34,63.06,44.81,82.5,17.07
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,8090254,673704,9873,348876,1180703,1410448,1925019,235018,914.95,76.06,42.94,82.81,16.82
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,1307211,187197,95,20374,66948,100860,367352,7752,1121.96,74.26,44.21,75.31,24.58
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,2440312,239607,769,18333,353093,227034,485126,13212,965.65,72.62,43.06,78.07,21.39
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,2691952,146970,676,29635,323236,271186,562653,14093,988.12,74.1,45.11,77.16,22.36
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,780384,26264,53,6976,55586,42540,194228,3517,1035.91,78.39,40.86,73.48,26.24
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,3795424,441254,568,77592,649745,248255,595560,15145,938.08,67.41,43.97,80.89,18.76
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,8716055,1355630,9862,1542451,730089,1610460,2231800,256170,885.76,74.39,40.62,85.23,14.28
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,1057096,53854,2254,149507,188830,114029,266155,4313,946.14,78.37,46.76,79.17,20.77
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,859949,142672,381,80471,229462,36840,196022,1875,929.96,72.67,47.6,82.31,17.56
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,2251401,239236,3745,514057,328518,134500,446516,6094,952.41,72.96,48.91,82.33,17.45
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,175102,18691,38457,3287,22113,11393,34364,676,998.61,65.85,46.31,83.46,16.35
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,10810,3086,354,128280,540,1424,18764,184,933.28,62.63,52.88,87.1,12.71
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,12034,2886,2333,254787,443,13371,29894,837,974.81,71.47,44.74,86.24,13.53
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,43833,1649,1243,419210,1000,2430,22798,256,937.34,55.2,48.76,88.9,10.85
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,2995,589,1144,134626,22,1229,11541,125,943.47,60.44,50.25,87.85,12.03
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,267146,107323,42347,1808,40593,15994,49507,880,1002.27,63.79,46.27,85.08,14.7
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,7553,1115,32,173606,248,1659,14026,276,942.59,70.56,47.79,85.52,13.68
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,17272,3359,5617,305180,509,1839,24550,288,971.91,60.44,39.66,90.33,9.41
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,144935,14185,115597,661158,5642,41496,135941,5032,1010.77,69.99,39.57,89.4,10.48
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,12456,1646,107559,376099,1317,7150,41677,510,1013.01,47.46,39.02,92.13,7.68
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,7036,1050,362,134237,319,482,10940,179,945.25,57.65,37.28,89.71,10.18
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,122936,106788,16950,474009,8810,10006,51301,1630,984.49,55.76,39.75,88.8,10.97
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,6498,1533,5878,375097,168,476,32873,149,979.51,60.16,42.6,90.9,8.72
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,13249,5264,505,373542,627,64710,79804,4019,1008.88,85.08,43.63,85.93,14.01
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,1075,699,194,123466,17,9115,23948,186,983.74,80.16,47.99,86.26,13.67
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,4000,4426,46,73609,84,8787,14853,367,956.17,78.49,43.68,86.62,13.3
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,1668,522,2,112354,146,5213,9283,162,945.48,53.32,38.65,89.93,10.04
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,5231,1290,5,153533,178,14037,26394,482,947.47,75.03,48.5,86.69,13.27
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,2989,1782,19,82080,51,4010,12158,90,926.56,69.69,45.55,87.99,11.95
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,933,514,2,54642,83,4783,7400,168,978.53,74.65,34.4,88.22,11.73
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,991,335,35,62889,32,5511,12315,131,976.71,83.89,49.89,85.41,14.48
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,108900,31212,157,223989,0,42378,71413,3303,919.06,73.4,39.95,90.28,9.67
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,25496,4384,335,224738,0,20712,50724,1928,928.44,73.69,42.85,90.37,9.54
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,9840,2057,6,178431,0,7236,40154,537,925.2,81.95,51.42,84.32,15.6
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,8102,3444,1,238285,0,1080,14398,178,899.46,47.8,59.0,88.86,10.96
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,3563,950,198,157146,0,2073,36182,170,951.42,64.8,49.12,89.56,10.38
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,2979,1052,1,190916,0,773,24998,155,928.68,59.77,49.93,90.43,9.54
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,5605,2043,20,156621,0,3228,25268,198,968.44,77.07,47.14,88.65,11.31
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,2580,772,2,136561,0,1433,28846,261,976.45,73.09,56.46,88.08,11.89
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,2197709,94254,18345,275678,478586,36478,296834,7370,956.95,69.86,40.19,83.02,16.83
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,1398543,104202,61,30428,334896,15864,164636,2637,981.34,72.64,31.11,82.47,17.29
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,2457729,141263,168,93745,498633,103177,349587,15046,940.09,76.64,35.68,80.6,19.05
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1185542,4805,139,162056,234079,19846,117172,1810,947.15,69.58,36.51,81.15,18.64
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,353160,1556,4,313714,39175,12035,63112,635,1042.61,45.44,50.87,84.7,14.72
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,3486059,13315,76,118928,688235,120191,405298,9049,983.47,62.62,42.55,82.32,17.38
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,553587,12783,67,176758,104620,18950,81433,2498,953.23,70.04,42.74,82.77,17.01
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1555367,4975,220,449456,286580,17610,91171,1953,1003.39,50.86,47.69,82.18,17.47
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,580300,2138,23,392820,115544,6938,28736,768,1036.73,54.53,48.47,83.77,16.07
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1386792,50247,24,9484,309780,15879,173107,1628,1006.59,75.62,32.41,79.55,20.2
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,2147632,84060,434,115051,297472,160277,349860,35701,929.23,77.72,35.18,82.29,17.4
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,1294151,8850,3384,697583,196540,39631,85766,3988,1032.45,41.18,50.26,84.61,15.02
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,600219,1871,35,354614,138295,4738,24604,448,1019.58,39.91,50.66,86.15,13.58
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2113079,33706,351714,1479576,184682,29031,140189,2950,1005.82,54.35,48.56,83.34,16.43
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,955754,5278,12,58691,136399,11159,124984,1163,915.48,71.5,35.69,79.38,20.46
